2.138320e+03 1.938184e+00 
8.909354e+03 1.559532e+00 
1.025945e+03 1.634651e+00 
9.597442e+02 1.717859e+00 
1.596635e+03 2.428108e+00 
1.161116e+03 1.673019e+00 
2.387246e+03 1.645466e+00 
4.767897e+02 1.923819e+00 
8.054130e+02 2.741117e+00 
7.388665e+02 2.764116e+00 
1.232188e+03 1.558739e+00 
8.062469e+02 1.659853e+00 
1.818036e+03 1.571703e+00 
1.075643e+03 2.437341e+00 
7.915409e+02 2.398769e+00 
1.330601e+03 1.559768e+00 
9.619998e+02 2.558696e+00 
1.141978e+03 1.557077e+00 
8.290213e+02 1.687145e+00 
7.796161e+02 1.977101e+00 
1.233360e+03 1.763519e+00 
7.912904e+02 1.834258e+00 
4.131562e+03 1.717358e+00 
8.713407e+02 2.267851e+00 
7.517795e+02 1.667868e+00 
1.541674e+03 1.987830e+00 
1.056276e+03 1.803614e+00 
1.456179e+03 2.686575e+00 
1.002797e+03 1.608578e+00 
3.212299e+03 2.209697e+00 
1.528157e+03 2.119399e+00 
1.462625e+03 1.561395e+00 
1.713492e+03 2.152716e+00 
1.157708e+03 1.576059e+00 
9.394966e+02 1.869933e+00 
1.779298e+03 2.418213e+00 
1.189164e+03 1.863239e+00 
8.627942e+02 2.583369e+00 
8.174265e+02 1.583930e+00 
7.798597e+02 2.748607e+00 
1.616311e+03 1.639851e+00 
9.289290e+02 1.682768e+00 
7.193525e+02 1.901675e+00 
2.097134e+03 1.712834e+00 
9.395281e+02 2.054028e+00 
1.671965e+03 1.786167e+00 
2.012309e+03 2.270924e+00 
6.255169e+02 1.940370e+00 
1.208990e+03 1.616692e+00 
6.684719e+02 1.768304e+00 
8.937504e+02 1.622694e+00 
1.741244e+03 1.561183e+00 
7.551820e+02 2.315192e+00 
1.458839e+03 1.597222e+00 
3.942411e+03 1.794585e+00 
2.554932e+03 2.115176e+00 
1.581131e+03 1.628742e+00 
1.404389e+03 2.277307e+00 
8.145886e+02 2.409333e+00 
2.045035e+03 1.621546e+00 
1.534673e+03 1.597314e+00 
2.887344e+03 1.802354e+00 
8.105394e+02 1.631113e+00 
8.571538e+02 2.359380e+00 
9.691977e+02 2.828640e+00 
3.140202e+03 1.916803e+00 
1.283601e+03 1.685362e+00 
1.319235e+03 1.790027e+00 
9.735594e+02 2.051467e+00 
1.081201e+03 2.090648e+00 
7.658755e+02 1.787257e+00 
1.466777e+03 1.730104e+00 
1.119160e+03 1.811411e+00 
9.671511e+02 1.973840e+00 
1.208887e+03 1.862215e+00 
1.014145e+03 2.012861e+00 
1.806573e+03 1.796175e+00 
9.773601e+02 2.831424e+00 
8.840536e+02 1.898191e+00 
8.915137e+02 1.648380e+00 
1.633612e+03 1.592404e+00 
1.583630e+03 1.664954e+00 
9.075737e+02 1.854360e+00 
8.729456e+02 1.576428e+00 
4.077021e+03 1.964577e+00 
2.267353e+03 1.820929e+00 
1.637462e+03 1.960223e+00 
2.591566e+03 1.782658e+00 
1.237944e+03 2.084386e+00 
6.293933e+02 2.485228e+00 
7.280067e+02 2.296072e+00 
7.094925e+02 1.755251e+00 
7.568116e+02 1.648943e+00 
9.763706e+02 1.927859e+00 
8.439584e+03 1.943174e+00 
1.116044e+03 1.615761e+00 
1.018895e+03 1.638500e+00 
1.690470e+03 2.730901e+00 
1.066292e+03 2.694894e+00 
8.972158e+02 1.720491e+00 
5.266017e+02 2.824861e+00 
1.589438e+03 1.617892e+00 
